columns,parent_type,agg_type,pretty_type
acc_isol_surfv,Accessibility,,Accessibility
acc_isol_naccess,Accessibility,,Accessibility
acc_isol_nsc,Accessibility,,Accessibility
acc_complex_surfv,Accessibility,,Accessibility
acc_complex_naccess,Accessibility,,Accessibility
acc_complex_nsc,Accessibility,,Accessibility
acc_ifr_surfv,Accessibility,,Accessibility
acc_ifr_naccess,Accessibility,,Accessibility
acc_ifr_nsc,Accessibility,,Accessibility
acc_rsa_surfv,Accessibility,,Accessibility
acc_rsa_naccess,Accessibility,,Accessibility
acc_rsa_nsc,Accessibility,,Accessibility
bsa_ratio_surfv,Accessibility,,Accessibility
bsa_ratio_naccess,Accessibility,,Accessibility
bsa_ratio_nsc,Accessibility,,Accessibility
cpo_85_20_CA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_CB_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_LHA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_CA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_CB_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_LHA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_CA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_15_CB_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_15_LHA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_20_CA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_20_CB_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_20_LHA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_30_CA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_30_CB_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_30_LHA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_15_CA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_15_CB_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_15_LHA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_20_CA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_20_CB_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_20_LHA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_30_CA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_30_CB_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_30_LHA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_15_CA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_15_CB_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_15_LHA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_20_CA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_20_CB_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_20_LHA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_30_CA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_30_CB_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_30_LHA_WNASurf,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_15_CA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_15_CB_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_15_LHA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_20_CA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_20_CB_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_20_LHA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_30_CA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_30_CB_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_30_LHA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_15_CA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_15_CB_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_15_LHA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_20_CA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_20_CB_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_20_LHA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_30_CA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_30_CB_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_5_30_LHA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_15_CA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_15_CB_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_15_LHA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_20_CA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_20_CB_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_20_LHA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_30_CA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_30_CB_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_85_30_LHA_WNADist,Cross Presence Order,WNA,Cross Presence Order (WNA)
cpo_35_15_CA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_35_15_CB_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_35_15_LHA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_35_20_CA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_35_20_CB_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_35_20_LHA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_35_30_CA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_35_30_CB_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_35_30_LHA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_5_15_CA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_5_15_CB_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_5_15_LHA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_5_20_CA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_5_20_CB_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_5_20_LHA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_5_30_CA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_5_30_CB_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_5_30_LHA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_85_15_CA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_85_15_CB_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_85_15_LHA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_85_20_CA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_85_20_CB_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_85_20_LHA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_85_30_CA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_85_30_CB_VD,Cross Presence Order,VD,Cross Presence Order (VD)
cpo_85_30_LHA_VD,Cross Presence Order,VD,Cross Presence Order (VD)
curvature_isol_GN,Curvature,GN,Curvature (GN)
asa_isol_GN,Curvature,GN,Curvature (GN)
msa_isol_GN,Curvature,GN,Curvature (GN)
curvature_complex_GN,Curvature,GN,Curvature (GN)
asa_complex_GN,Curvature,GN,Curvature (GN)
msa_complex_GN,Curvature,GN,Curvature (GN)
cavity_curvature_isol_GN,Curvature,GN,Curvature (GN)
cavity_asa_isol_GN,Curvature,GN,Curvature (GN)
cavity_msa_isol_GN,Curvature,GN,Curvature (GN)
cavity_curvature_complex_GN,Curvature,GN,Curvature (GN)
cavity_asa_complex_GN,Curvature,GN,Curvature (GN)
cavity_msa_complex_GN,Curvature,GN,Curvature (GN)
curvature_isol_SW_3,Curvature,SW,Curvature (SW)
asa_isol_SW_3,Curvature,SW,Curvature (SW)
msa_isol_SW_3,Curvature,SW,Curvature (SW)
curvature_complex_SW_3,Curvature,SW,Curvature (SW)
asa_complex_SW_3,Curvature,SW,Curvature (SW)
msa_complex_SW_3,Curvature,SW,Curvature (SW)
cavity_curvature_isol_SW_3,Curvature,SW,Curvature (SW)
cavity_asa_isol_SW_3,Curvature,SW,Curvature (SW)
cavity_msa_isol_SW_3,Curvature,SW,Curvature (SW)
cavity_curvature_complex_SW_3,Curvature,SW,Curvature (SW)
cavity_asa_complex_SW_3,Curvature,SW,Curvature (SW)
cavity_msa_complex_SW_3,Curvature,SW,Curvature (SW)
curvature_isol_SW_5,Curvature,SW,Curvature (SW)
asa_isol_SW_5,Curvature,SW,Curvature (SW)
msa_isol_SW_5,Curvature,SW,Curvature (SW)
curvature_complex_SW_5,Curvature,SW,Curvature (SW)
asa_complex_SW_5,Curvature,SW,Curvature (SW)
msa_complex_SW_5,Curvature,SW,Curvature (SW)
cavity_curvature_isol_SW_5,Curvature,SW,Curvature (SW)
cavity_asa_isol_SW_5,Curvature,SW,Curvature (SW)
cavity_msa_isol_SW_5,Curvature,SW,Curvature (SW)
cavity_curvature_complex_SW_5,Curvature,SW,Curvature (SW)
cavity_asa_complex_SW_5,Curvature,SW,Curvature (SW)
cavity_msa_complex_SW_5,Curvature,SW,Curvature (SW)
curvature_isol_SW_7,Curvature,SW,Curvature (SW)
asa_isol_SW_7,Curvature,SW,Curvature (SW)
msa_isol_SW_7,Curvature,SW,Curvature (SW)
curvature_complex_SW_7,Curvature,SW,Curvature (SW)
asa_complex_SW_7,Curvature,SW,Curvature (SW)
msa_complex_SW_7,Curvature,SW,Curvature (SW)
cavity_curvature_isol_SW_7,Curvature,SW,Curvature (SW)
cavity_asa_isol_SW_7,Curvature,SW,Curvature (SW)
cavity_msa_isol_SW_7,Curvature,SW,Curvature (SW)
cavity_curvature_complex_SW_7,Curvature,SW,Curvature (SW)
cavity_asa_complex_SW_7,Curvature,SW,Curvature (SW)
cavity_msa_complex_SW_7,Curvature,SW,Curvature (SW)
curvature_isol_SW_9,Curvature,SW,Curvature (SW)
asa_isol_SW_9,Curvature,SW,Curvature (SW)
msa_isol_SW_9,Curvature,SW,Curvature (SW)
curvature_complex_SW_9,Curvature,SW,Curvature (SW)
asa_complex_SW_9,Curvature,SW,Curvature (SW)
msa_complex_SW_9,Curvature,SW,Curvature (SW)
cavity_curvature_isol_SW_9,Curvature,SW,Curvature (SW)
cavity_asa_isol_SW_9,Curvature,SW,Curvature (SW)
cavity_msa_isol_SW_9,Curvature,SW,Curvature (SW)
cavity_curvature_complex_SW_9,Curvature,SW,Curvature (SW)
cavity_asa_complex_SW_9,Curvature,SW,Curvature (SW)
cavity_msa_complex_SW_9,Curvature,SW,Curvature (SW)
curvature_isol_WNASurf,Curvature,WNA,Curvature (WNA)
asa_isol_WNASurf,Curvature,WNA,Curvature (WNA)
msa_isol_WNASurf,Curvature,WNA,Curvature (WNA)
curvature_complex_WNASurf,Curvature,WNA,Curvature (WNA)
asa_complex_WNASurf,Curvature,WNA,Curvature (WNA)
msa_complex_WNASurf,Curvature,WNA,Curvature (WNA)
cavity_curvature_isol_WNASurf,Curvature,WNA,Curvature (WNA)
cavity_asa_isol_WNASurf,Curvature,WNA,Curvature (WNA)
cavity_msa_isol_WNASurf,Curvature,WNA,Curvature (WNA)
cavity_curvature_complex_WNASurf,Curvature,WNA,Curvature (WNA)
cavity_asa_complex_WNASurf,Curvature,WNA,Curvature (WNA)
cavity_msa_complex_WNASurf,Curvature,WNA,Curvature (WNA)
curvature_isol_WNADist,Curvature,WNA,Curvature (WNA)
asa_isol_WNADist,Curvature,WNA,Curvature (WNA)
msa_isol_WNADist,Curvature,WNA,Curvature (WNA)
curvature_complex_WNADist,Curvature,WNA,Curvature (WNA)
asa_complex_WNADist,Curvature,WNA,Curvature (WNA)
msa_complex_WNADist,Curvature,WNA,Curvature (WNA)
cavity_curvature_isol_WNADist,Curvature,WNA,Curvature (WNA)
cavity_asa_isol_WNADist,Curvature,WNA,Curvature (WNA)
cavity_msa_isol_WNADist,Curvature,WNA,Curvature (WNA)
cavity_curvature_complex_WNADist,Curvature,WNA,Curvature (WNA)
cavity_asa_complex_WNADist,Curvature,WNA,Curvature (WNA)
cavity_msa_complex_WNADist,Curvature,WNA,Curvature (WNA)
curvature_isol_VD,Curvature,VD,Curvature (VD)
asa_isol_VD,Curvature,VD,Curvature (VD)
msa_isol_VD,Curvature,VD,Curvature (VD)
curvature_complex_VD,Curvature,VD,Curvature (VD)
asa_complex_VD,Curvature,VD,Curvature (VD)
msa_complex_VD,Curvature,VD,Curvature (VD)
cavity_curvature_isol_VD,Curvature,VD,Curvature (VD)
cavity_asa_isol_VD,Curvature,VD,Curvature (VD)
cavity_msa_isol_VD,Curvature,VD,Curvature (VD)
cavity_curvature_complex_VD,Curvature,VD,Curvature (VD)
cavity_asa_complex_VD,Curvature,VD,Curvature (VD)
cavity_msa_complex_VD,Curvature,VD,Curvature (VD)
density_CA_3_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_4_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_5_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_6_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_7_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_3_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_4_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_5_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_6_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_7_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_3_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_4_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_5_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_6_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_7_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_3_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_4_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_5_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_6_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_LHA_7_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_3_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_4_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_5_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_6_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_7_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_3_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_4_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_5_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_6_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_7_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_3_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_4_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_5_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_6_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_CA_7_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_3_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_4_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_5_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_6_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
sponge_LHA_7_IFR_GN,Density/Sponge,GN,Density/Sponge (GN)
density_CA_3_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_4_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_5_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_6_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_7_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_3_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_4_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_5_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_6_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_7_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_3_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_4_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_5_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_6_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_7_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_3_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_4_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_5_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_6_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_7_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_3_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_4_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_5_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_6_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_7_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_3_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_4_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_5_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_6_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_7_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_3_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_4_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_5_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_6_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_7_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_3_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_4_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_5_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_6_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_7_IFR_SW_3,Density/Sponge,SW,Density/Sponge (SW)
density_CA_3_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_4_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_5_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_6_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_7_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_3_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_4_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_5_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_6_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_7_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_3_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_4_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_5_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_6_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_7_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_3_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_4_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_5_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_6_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_7_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_3_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_4_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_5_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_6_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_7_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_3_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_4_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_5_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_6_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_7_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_3_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_4_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_5_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_6_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_7_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_3_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_4_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_5_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_6_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_7_IFR_SW_5,Density/Sponge,SW,Density/Sponge (SW)
density_CA_3_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_4_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_5_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_6_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_7_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_3_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_4_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_5_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_6_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_7_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_3_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_4_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_5_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_6_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_7_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_3_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_4_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_5_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_6_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_7_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_3_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_4_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_5_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_6_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_7_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_3_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_4_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_5_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_6_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_7_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_3_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_4_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_5_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_6_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_7_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_3_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_4_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_5_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_6_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_7_IFR_SW_7,Density/Sponge,SW,Density/Sponge (SW)
density_CA_3_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_4_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_5_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_6_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_7_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_3_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_4_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_5_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_6_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_7_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_3_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_4_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_5_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_6_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_7_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_3_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_4_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_5_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_6_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_LHA_7_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_3_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_4_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_5_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_6_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_7_SW_9,Density/Sponge,SW,Density/Sponge (SW)
